股票代碼,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
3095,及成,91.35,146.49,173.54,138.97,59.78,4.36,83.71,6.11,59.73,0.94,0.52,0.60,-20.40,-8.45,-2.60,-1.16,14.51,96.82,2.63
3105,穩懋,48.89,180.26,134.89,91.47,-0.02,15.34,23.79,2.35,155.31,0.50,0.23,-0.04,-0.24,-16.02,-3.52,-0.19,33.56,80.69,4.45
3114,好德,38.61,"1,412.50",209.76,181.78,"1,003.77",2.98,122.48,7.83,46.61,24.86,1.01,4.12,6.70,19.57,3.67,1.55,25.63,124.52,10.57
3115,富榮綱,4.76,"14,477.23","2,063.65","2,052.59","-63,423.40",4.25,85.88,2.05,178.04,0.17,0.00,-12.79,-13.66,-6.83,-18.41,-0.68,-262.38,454.74,-5.49
3118,進階,33.21,616.39,269.23,231.66,237.72,5.78,63.14,5.43,67.21,7.41,0.80,7.73,11.52,24.24,9.52,1.94,27.78,177.80,1.88
3122,笙泉,36.68,302.66,200.78,166.69,-14.76,6.30,57.93,1.99,183.41,2.41,0.50,-5.24,-8.59,-10.32,-11.12,-1.04,16.44,93.18,6.70
3128,昇銳,46.90,278.83,282.58,139.15,6.81,5.56,65.64,2.40,152.08,2.37,0.79,3.83,6.40,13.00,4.21,0.90,11.48,43.66,-2.94
3131,弘塑,51.70,248.67,171.35,108.28,60.00,7.78,46.91,1.13,323.00,1.90,0.46,8.58,17.49,256.25,17.39,21.56,26.49,81.28,4.79
3141,晶宏,28.90,596.68,244.35,123.56,9.06,9.15,39.89,0.90,405.55,4.16,0.49,2.97,4.15,15.32,5.41,1.13,47.02,62.63,6.21
3147,大綜,57.71,310.23,141.03,122.01,28.24,4.24,86.08,17.63,20.70,10.42,1.47,11.03,23.63,93.06,7.21,7.38,1.30,73.91,0.14
3152,璟德,14.29,150.73,333.78,303.21,無,5.50,66.36,5.59,65.29,0.58,0.36,6.78,7.91,51.66,18.98,4.09,144.38,78.35,2.90
3162,精確,60.05,126.76,101.81,81.83,2.73,2.23,163.67,4.93,74.03,1.46,0.57,3.12,5.10,10.81,3.68,1.01,5.12,-12.99,3.62
3163,波若威,26.52,686.88,343.04,311.62,111.06,4.49,81.29,6.36,57.38,7.53,0.80,12.68,18.05,65.27,15.68,5.63,86.65,197.35,12.87
3169,亞信,10.14,"3,016.29",964.10,901.38,483.61,9.05,40.33,2.48,147.17,15.27,0.46,11.40,12.95,42.90,25.95,3.67,158.31,127.73,-2.75
3171,新洲,28.91,336.98,275.59,260.92,36.22,3.51,103.98,17.33,21.06,2.76,0.86,8.28,13.17,22.68,9.32,2.08,29.73,150.90,5.60
3176,基亞,41.40,324.67,205.33,184.45,-21.89,3.22,113.35,0.85,429.41,0.63,0.13,-15.40,-25.64,-91.78,-126.98,-4.03,-18.11,-204.08,-7.98
3178,公準,55.24,143.32,132.84,81.46,18.48,4.94,73.88,2.95,123.72,1.16,0.57,8.32,17.93,59.95,13.77,4.52,41.89,97.80,6.99
3188,鑫龍騰,61.15,"93,614.06",243.70,19.51,96.02,95.43,3.82,0.22,"1,659.09",471.22,0.30,5.67,15.25,26.50,18.69,2.05,12.09,-55.85,6.98
3191,雲嘉南,48.02,594.26,550.13,455.55,-12.70,3.83,95.30,4.04,90.34,4.99,0.46,-10.16,-17.90,-4.96,-23.27,-0.55,-42.36,520.16,-7.32
3202,樺晟,57.73,378.27,173.24,127.26,5.14,2.75,132.72,4.22,86.49,7.16,0.97,2.86,5.20,13.07,2.34,-0.58,-13.90,-77.83,-9.93
3205,佰研,20.73,532.63,261.84,229.75,-691.98,9.04,40.37,10.56,34.56,4.23,0.71,-9.13,-11.57,-17.46,-12.90,-1.69,-54.57,-545.11,-18.81
3206,志豐,50.42,534.23,191.09,170.42,41.24,3.30,110.60,9.16,39.84,11.81,1.22,10.21,20.79,67.35,8.00,4.82,41.71,239.59,22.84
3207,耀勝,32.86,229.51,191.31,158.70,15.47,4.48,81.47,5.74,63.58,2.15,0.58,4.76,7.04,16.48,7.66,1.75,24.84,48.45,2.81
3211,順達,48.44,873.29,219.53,186.47,"3,279.59",3.79,96.30,7.97,45.79,12.41,1.02,4.84,9.29,71.23,4.57,5.23,65.31,79.19,17.63
3213,茂訊,26.80,770.69,316.88,141.09,658.70,11.12,32.82,1.87,195.18,9.01,0.86,13.73,18.71,100.30,15.61,7.85,13.39,63.32,-6.09
3217,優群,19.31,516.87,326.78,270.96,"1,370.09",3.13,116.61,3.45,105.79,3.53,0.59,14.38,17.85,102.56,24.26,8.11,83.36,106.85,5.18
3218,大學光,34.84,257.95,252.17,218.09,84.28,6.87,53.12,6.24,58.49,2.67,0.85,22.35,34.48,155.63,26.06,12.34,151.85,153.67,19.26
3219,倚強科,26.42,357.00,350.30,306.59,622.94,4.19,87.11,1.82,200.54,3.37,0.56,1.62,1.88,4.26,2.47,0.41,64.51,76.87,13.91
3221,台嘉碩,29.26,297.36,248.24,186.25,0.81,4.38,83.33,1.84,198.36,2.66,0.63,-1.21,-2.03,-0.14,-2.19,-0.13,27.10,68.56,-1.29
3224,三顧,16.81,"1,012.04",584.75,565.66,-27.87,4.60,79.34,8.02,45.51,5.94,0.43,-6.15,-7.55,-30.26,-14.82,-1.94,22.48,-41.48,3.45
3226,至寶電,33.69,264.67,174.18,149.04,36.75,4.12,88.59,7.84,46.55,3.84,0.94,11.67,17.12,54.91,12.05,4.04,58.22,94.58,14.17
3227,原相,18.67,"1,357.21",364.82,321.68,236.64,7.26,50.27,2.42,150.82,7.46,0.50,6.84,8.40,60.60,13.68,5.57,70.09,104.57,3.90
3228,金麗科,15.93,337.60,278.72,125.54,-203.77,6.08,60.03,0.65,561.53,1.62,0.39,-15.69,-18.58,-17.01,-40.11,-1.73,2.11,191.05,-0.92
3230,錦明,52.32,145.35,120.26,105.60,-5.03,2.64,138.25,7.37,49.52,1.19,0.62,-10.68,-25.71,-20.62,-22.91,-2.50,-15.16,6.82,-4.09
3232,昱捷,46.19,348.82,219.91,167.78,1.98,3.81,95.80,3.20,114.06,6.16,1.10,1.90,1.69,3.72,0.79,0.25,37.36,55.85,19.15
3234,光環,46.06,217.71,171.59,82.43,"-2,658.73",5.28,69.12,1.28,285.15,1.26,0.43,-27.84,-57.63,-43.61,-67.53,-4.68,-33.60,323.20,-3.26
3236,千如,52.46,144.89,157.88,123.88,380.90,5.90,61.86,4.64,78.66,1.30,0.62,1.65,2.49,5.09,1.87,0.36,32.56,69.87,8.45
3252,海灣,48.23,104.08,117.06,40.14,1.18,16.54,22.06,1.11,328.82,0.18,0.14,1.43,0.44,2.08,1.62,0.01,6.73,156.63,0.92
3259,鑫創,16.27,"1,459.25",560.62,223.87,-123.57,6.87,53.12,0.79,462.02,6.33,0.48,-38.39,-47.63,-38.92,-79.82,-4.34,-8.58,-74.22,-10.73
3260,威剛,65.16,264.69,144.43,57.18,4.05,7.55,48.34,2.54,143.70,3.39,0.84,4.99,10.60,66.75,4.44,5.21,-29.00,-8.34,-19.92
3264,欣銓,46.60,129.55,173.80,164.98,17.29,4.62,79.00,無,無,0.68,0.44,9.11,16.09,68.94,19.54,5.79,125.81,88.31,7.52
3265,台星科,21.37,222.87,414.33,405.06,70.26,3.98,91.70,26.98,13.52,1.21,0.49,11.30,14.18,74.10,22.90,6.16,141.47,116.36,4.37
3268,海德威,46.85,"2,725.66",366.66,361.20,-0.57,2.36,154.66,38.75,9.41,38.29,1.13,-0.19,-1.30,-2.81,-0.63,-0.20,28.23,-431.21,4.51
3272,東碩,63.03,193.03,172.96,123.87,-6.60,1.94,188.14,2.18,167.43,2.06,0.57,-6.20,-20.83,-67.05,-12.30,-6.13,62.94,54.22,16.22
3276,宇環,45.65,223.00,84.09,64.86,11.71,4.47,81.65,10.24,35.64,2.65,0.76,2.97,4.97,6.88,3.64,0.79,2.33,-15.09,-0.89
3284,太普高,44.30,942.95,338.99,213.61,5.95,2.89,126.29,1.58,231.01,4.56,0.42,4.43,6.34,9.67,8.79,0.76,-18.24,-6.44,-4.49
3285,微端,27.58,565.48,355.09,302.76,"2,684.08",5.22,69.92,3.16,115.50,6.98,0.87,4.10,5.96,12.65,4.69,0.66,58.65,135.84,15.58
3287,廣寰科,34.77,509.02,250.35,186.46,111.03,3.12,116.98,2.54,143.70,5.34,0.75,7.23,10.03,16.09,9.56,0.92,26.78,111.85,13.32
3288,點晶,51.31,"6,954.69",284.58,66.49,188.94,9.31,39.20,0.28,"1,303.57",50.95,0.46,2.13,2.15,1.44,2.20,0.14,22.21,-88.53,11.12
3289,宜特,56.54,139.15,111.34,105.14,6.86,2.68,136.19,0.00,無,0.99,0.51,4.79,9.32,45.99,8.23,5.15,33.46,130.09,7.30
3290,東浦,41.48,301.22,246.65,222.58,9.85,2.18,167.43,6.67,54.72,2.16,0.56,4.23,6.72,16.64,6.51,1.14,45.35,158.77,12.77
3293,鈊象,25.86,422.94,309.84,304.55,0.00,7.63,47.83,4.76,76.68,4.88,0.86,41.96,56.22,551.09,45.33,45.61,156.28,148.33,12.30
3294,英濟,60.69,384.95,205.39,182.25,0.74,3.10,117.74,8.03,45.45,4.42,0.79,-2.04,-5.94,-0.56,-3.21,-1.00,18.97,106.25,6.63
3297,杭特,28.95,172.53,146.33,126.22,-3.31,6.97,52.36,1.20,304.16,0.49,0.20,-1.30,-2.33,-4.03,-8.27,-0.37,-2.69,-24.29,-1.02
3303,岱稜,36.19,186.27,227.31,151.75,18.13,5.13,71.15,3.32,109.93,1.86,0.79,7.08,10.66,25.07,8.50,2.21,66.85,106.04,7.91
3306,鼎天,9.36,"23,906.37",308.23,258.66,679.63,10.01,36.46,7.18,50.83,99.73,0.53,3.81,4.34,19.04,7.19,1.83,67.10,164.17,5.96
3310,佳穎,73.20,526.55,129.72,36.87,7.39,4.41,82.76,0.45,811.11,4.23,0.32,3.99,13.98,39.18,10.76,3.81,7.40,-21.30,3.62
3313,斐成,16.72,"36,407.66",514.40,288.63,0.80,8.77,41.61,0.07,"5,214.28",1.04,0.03,0.22,-0.19,-0.09,-5.10,0.01,-14.88,-139.23,-2.98
3317,尼克森,19.00,913.26,434.08,325.92,"1,656.19",3.32,109.93,2.37,154.00,7.97,0.71,6.03,7.58,40.07,8.51,2.95,38.14,163.72,7.99
3322,建舜電,54.75,136.64,117.16,77.51,8.29,3.86,94.55,4.92,74.18,2.58,0.94,3.44,6.28,8.19,3.29,0.58,18.11,54.30,8.83
3323,加百裕,52.40,580.56,233.72,189.40,-3.35,3.21,113.70,5.20,70.19,11.45,1.21,-3.61,-10.64,-34.13,-3.74,-3.27,67.79,130.57,28.66
3324,雙鴻,45.56,250.31,180.76,126.90,106.98,2.85,128.07,4.43,82.39,4.35,1.04,10.36,19.55,175.17,9.75,14.28,41.17,99.42,14.50
3325,旭品,48.00,331.35,179.10,146.04,-89.18,3.36,108.63,5.77,63.25,4.22,0.88,-1.07,-3.74,-4.57,-2.25,-0.28,-16.65,56.86,-5.85
3332,幸康,22.44,286.59,357.75,229.38,"6,344.85",6.99,52.21,1.54,237.01,2.69,0.63,6.55,8.69,38.58,10.26,2.98,47.47,78.82,3.61
3339,泰谷,42.36,259.29,174.96,148.94,5.61,2.55,143.13,2.58,141.47,2.02,0.48,1.80,2.85,3.42,3.50,0.34,8.20,74.53,6.23
3349,寶德,41.21,"1,563.43",263.02,181.75,無,3.82,95.54,3.13,116.61,15.35,0.56,-13.82,-24.25,-27.01,-24.46,-2.37,-57.74,11.42,-25.69
3354,律勝,24.49,236.90,272.05,182.28,-18.47,3.24,112.65,4.01,91.02,0.27,0.09,-6.38,-8.86,-13.41,-76.20,-1.19,-20.37,154.70,-2.81
3357,臺慶科,38.12,233.28,350.21,288.80,24.57,2.60,140.38,3.87,94.31,1.04,0.44,6.11,8.94,65.59,13.38,5.82,91.67,88.57,4.63
3360,尚立,62.65,499.34,151.38,121.54,-0.09,5.01,72.85,9.24,39.50,32.00,1.93,-0.33,-11.39,-17.17,-1.55,-1.47,42.22,149.09,52.71
3362,先進光,55.27,159.21,127.64,91.75,8.14,3.01,121.26,2.40,152.08,1.45,0.55,6.24,12.53,35.55,10.00,2.83,28.19,18.19,8.20
3363,上詮,11.61,625.46,862.59,729.16,2.05,4.15,87.95,3.21,113.70,3.47,0.55,0.71,0.63,0.58,0.95,0.13,99.73,104.10,6.29
3372,典範,11.63,196.57,572.62,436.37,-206.98,3.86,94.55,4.12,88.59,0.85,0.38,-7.84,-8.84,-10.09,-20.54,-1.02,51.29,107.03,0.02
3373,熱映,5.00,799.00,"1,438.00",453.00,0.00,9.50,38.42,0.66,553.03,3.45,0.40,-4.70,-5.00,-14.60,-11.70,-1.13,22.00,81.00,0.00
3374,精材,20.47,196.54,366.47,336.43,428.68,5.12,71.28,17.34,21.04,1.56,0.66,14.16,17.93,64.51,21.54,5.07,128.47,188.08,6.28
3379,彬台,53.14,350.43,112.16,41.78,-2.70,8.66,42.14,3.48,104.88,3.41,0.54,-0.32,-0.86,-1.20,-0.76,-0.12,4.09,8.39,4.12
3388,崇越電,31.00,"1,142.00",448.00,380.00,19.00,3.99,91.47,6.29,58.02,15.06,1.07,4.41,5.98,49.48,3.90,3.52,51.73,130.83,7.96
3390,旭軟,35.74,641.45,244.31,228.41,9.99,2.12,172.16,3.63,100.55,4.30,0.43,4.10,5.99,12.57,8.52,1.00,30.15,129.82,8.43
3402,漢科,69.58,290.36,130.77,77.24,70.42,5.59,65.29,1.71,213.45,6.33,0.72,6.58,21.85,73.34,8.99,5.40,5.78,112.47,-2.87
3426,台興,31.11,908.21,414.19,382.78,120.80,3.32,109.93,6.42,56.85,7.85,0.63,6.26,9.04,29.41,9.80,2.36,44.98,86.08,4.12
3430,奇鈦科,28.85,333.20,372.07,216.82,69.85,7.13,51.19,2.25,162.22,3.58,0.87,8.44,11.88,46.17,9.52,3.57,53.65,159.89,2.87
3434,哲固,36.36,469.74,237.40,131.83,10.84,5.95,61.34,2.71,134.68,9.72,1.32,3.21,4.97,7.09,2.37,0.55,22.04,"2,049.45",8.54
3438,類比科,11.47,379.95,720.88,579.30,"-1,573.78",4.47,81.65,2.36,154.66,1.62,0.47,0.00,0.00,-0.36,0.00,0.00,215.84,120.57,6.76
3441,聯一光電,21.74,"1,846.30",502.65,340.51,9.88,3.79,96.30,0.73,500.00,7.14,0.31,2.38,2.77,7.71,7.20,0.51,37.46,77.27,0.50
3444,利機,24.04,499.70,292.17,268.61,105.92,2.00,182.50,10.93,33.39,4.34,0.68,6.60,9.32,25.35,9.58,2.16,50.49,113.69,-0.76
3455,由田,42.28,279.22,232.18,158.61,31.38,1.32,276.51,0.89,410.11,1.68,0.42,6.73,11.43,63.21,15.63,5.25,39.19,77.89,-0.32
3465,進泰電子,48.10,300.20,246.60,163.12,3.97,7.35,49.65,2.73,133.69,2.71,0.70,1.87,2.70,10.21,1.86,0.36,25.14,16.73,-1.70
3466,德晉,47.92,249.88,167.23,142.15,-19.39,1.80,202.77,2.45,148.97,1.97,0.45,-10.22,-19.51,-30.10,-23.57,-3.01,0.00,189.51,0.00
3479,安勤,37.44,435.95,216.37,152.81,64.09,5.71,63.92,4.00,91.25,10.10,1.48,12.84,20.89,136.25,8.48,8.38,54.82,83.99,17.75
3483,力致,53.34,312.20,159.92,127.18,"1,742.32",2.88,126.73,5.36,68.09,5.45,1.04,8.33,16.76,89.70,7.63,8.03,31.71,87.70,10.68
3484,崧騰,44.75,281.58,221.07,170.46,5.28,5.11,71.42,2.45,148.97,2.85,0.68,3.00,4.39,23.73,3.40,1.55,35.92,152.98,9.47
3489,森寶,70.73,"532,535.76",149.45,29.81,0.49,11.23,32.50,0.22,"1,659.09","2,139.98",0.17,0.27,0.73,2.70,1.32,0.12,1.30,-31.94,0.96
3490,單井,15.31,179.70,501.47,435.22,"1,922.78",2.70,135.18,2.78,131.29,0.43,0.22,3.30,4.03,10.81,15.02,0.94,78.85,172.25,0.79
3491,昇達科,27.56,273.29,245.11,223.65,"4,663.40",3.15,115.87,3.88,94.07,1.73,0.46,7.20,9.95,47.55,15.22,3.20,62.21,115.72,8.28
3492,長盛,39.54,455.44,208.22,150.75,12.28,3.80,96.05,3.91,93.35,5.73,0.78,2.58,3.87,6.30,3.09,0.63,1.18,96.48,0.00
3498,陽程,24.81,400.04,348.11,293.92,-66.34,5.24,69.65,1.60,228.12,1.91,0.35,-4.20,-6.25,-22.11,-12.26,-2.42,2.24,96.93,-4.38
3499,環天科,41.89,242.58,157.21,106.27,-7.41,9.34,39.07,1.53,238.56,1.57,0.36,-2.95,-6.08,-7.51,-9.34,-0.61,-7.25,57.83,-3.41
3508,位速,62.03,529.20,44.48,22.76,"-25,951.00",2.04,178.92,8.35,43.71,0.56,0.04,-9.32,-23.28,-18.88,-233.68,-1.95,-10.41,-323.50,-9.96
3511,矽瑪,20.88,292.14,297.53,227.05,0.00,3.29,110.94,3.67,99.45,2.70,0.66,-3.17,-4.41,-12.07,-4.95,-1.04,91.91,151.97,5.14
3512,皇龍,60.06,"5,584.86",205.86,56.20,36.18,38.67,9.43,0.58,629.31,26.27,0.53,8.52,24.26,70.29,15.50,5.45,50.05,-6.53,36.50
3516,亞帝歐,40.24,163.05,198.15,153.49,2.51,2.97,122.89,2.71,134.68,0.92,0.43,0.95,0.88,3.61,1.22,0.28,14.31,112.60,3.57
3520,華盈,44.66,239.68,270.57,223.25,1.35,2.50,146.00,4.92,74.18,1.76,0.58,0.72,0.48,0.41,0.46,0.06,34.95,64.31,6.70
3521,鴻翊,46.87,740.69,453.41,162.91,"-1,211.54",13.73,26.58,0.39,935.89,1.95,0.23,-15.00,-34.16,-24.09,-71.23,-2.76,4.13,302.96,0.84
3522,御頂,65.25,452.04,125.05,116.52,-4.14,76.41,4.77,15.99,22.82,3.22,0.38,-4.88,-21.90,-13.43,-15.11,-2.06,27.64,164.70,6.90
3523,迎輝,68.13,219.19,55.03,43.98,-5.37,6.12,59.64,4.38,83.33,0.23,0.12,-9.65,-39.14,-26.14,-92.85,-2.70,-16.07,0.00,-1.97
3526,凡甲,40.56,427.20,326.51,308.48,65.32,2.64,138.25,7.28,50.13,2.98,0.55,16.49,26.91,137.04,28.80,11.68,70.20,92.52,2.91
3527,聚積,12.13,770.09,686.42,525.67,-2.48,3.40,107.35,1.53,238.56,5.57,0.61,-0.37,-0.48,-1.07,-0.67,-0.28,131.13,129.67,16.04
3529,力旺,18.73,648.01,428.46,424.38,"3,962.52",13.94,26.18,無,無,6.53,0.80,38.22,48.47,234.58,47.95,19.76,221.25,123.06,-0.12
3531,先益,27.85,781.90,386.30,319.12,"3,666.00",3.44,106.10,4.29,85.08,7.98,0.79,5.53,7.66,30.45,6.99,2.43,59.81,104.20,7.97
3537,堡達,43.58,501.95,206.84,163.93,22.56,2.90,125.86,5.76,63.36,12.36,1.39,7.66,13.00,35.64,5.25,2.78,19.96,71.01,3.01
3540,曜越,60.60,"1,734.02",154.33,85.45,5.22,3.62,100.82,2.00,182.50,40.91,0.98,2.60,5.17,17.52,2.10,1.40,-1.89,36.36,-3.70
3541,西柏,64.84,188.28,169.50,115.66,-46.13,8.19,44.56,1.77,206.21,3.35,0.61,-13.91,-29.61,-69.50,-22.98,-5.54,-15.41,80.87,-27.37
3546,宇峻,21.61,"1,569.10",393.94,381.86,824.01,7.54,48.40,無,無,13.70,0.71,11.08,14.00,51.41,15.68,4.24,51.76,139.06,-3.44
3548,兆利,48.18,221.19,154.67,133.22,35.36,3.03,120.46,8.71,41.90,3.29,0.85,5.75,10.87,111.65,6.51,8.69,21.44,115.40,11.55
3551,世禾,26.31,148.55,202.96,180.17,35.96,4.79,76.20,10.74,33.98,0.88,0.48,6.77,9.09,72.91,13.72,5.58,57.13,111.60,5.43
3552,同致,59.07,452.69,170.34,141.06,9.90,1.96,186.22,3.55,102.81,7.48,0.95,4.29,8.95,73.93,3.89,4.51,37.11,121.29,21.17
3555,博士旺,51.08,"14,542.92",151.85,150.46,-594.99,7.94,45.96,9.61,37.98,52.50,0.22,-5.39,-10.36,-7.43,-28.05,-0.71,7.14,68.17,5.09
3556,禾瑞亞,20.37,"26,188.59",513.43,261.40,124.14,7.98,45.73,0.92,396.73,303.50,0.71,3.69,4.62,10.59,5.14,0.97,70.81,66.67,-9.83
3558,神準,59.63,149.23,115.81,72.17,59.28,6.96,52.44,4.26,85.68,5.69,1.28,6.51,18.91,215.21,4.99,16.88,0.00,68.40,0.00
3564,其陽,48.29,186.96,188.79,97.40,2.21,3.47,105.18,1.81,201.65,2.15,0.72,1.58,2.09,4.15,1.35,0.45,24.46,29.32,7.29
3567,逸昌,10.70,147.92,363.95,363.95,225.00,5.08,71.85,無,無,0.86,0.57,13.01,16.63,37.21,25.54,3.01,228.72,109.78,3.76
3570,大塚,27.18,"3,186.63",368.89,304.78,276.10,5.79,63.03,6.72,54.31,60.12,1.42,16.78,22.65,141.92,11.75,11.62,80.62,134.95,10.91
3577,泓格,24.08,188.71,277.69,62.99,28.50,10.70,34.11,0.63,579.36,1.39,0.61,5.06,6.45,16.12,8.06,1.28,18.55,45.61,-2.00
3580,友威科,50.57,300.65,210.87,172.88,19.27,3.05,119.67,1.67,218.56,1.94,0.36,5.30,11.04,33.78,13.72,2.63,0.00,95.01,-11.28
3581,博磊,50.18,754.49,172.06,1.11,9.60,5.35,68.22,1.79,203.91,10.36,0.72,3.40,6.16,17.83,4.12,0.55,14.03,52.85,8.73
3587,閎康,40.05,168.97,194.67,180.30,23.56,3.67,99.45,無,無,1.52,0.67,9.95,17.08,126.15,14.27,10.81,98.35,91.57,12.05
3594,磐儀,40.87,456.89,228.06,174.65,772.16,2.81,129.89,1.64,222.56,2.96,0.46,3.92,5.87,16.81,7.44,1.30,30.73,109.73,9.41
3597,映興,46.57,332.48,212.07,182.48,2.41,2.71,134.68,3.16,115.50,2.84,0.56,1.43,1.67,2.60,1.59,0.25,42.13,82.01,7.93
3609,三一東林,69.28,179.05,108.09,48.18,-9.76,12.24,29.82,2.42,150.82,2.51,0.52,-15.73,-44.42,-55.27,-32.33,-5.73,-12.41,-121.98,-13.44
3611,鼎翰,39.03,519.24,176.25,107.61,22.24,6.18,59.06,3.43,106.41,7.12,0.97,11.29,18.15,266.60,11.10,19.76,62.46,138.94,16.10
3615,安可,25.93,300.98,453.50,400.15,669.00,3.04,120.06,4.39,83.14,1.05,0.30,2.92,3.43,14.49,7.93,0.88,15.35,103.13,1.19
3623,富晶通,25.18,"2,969.19",334.65,286.80,-5.18,6.39,57.12,5.37,67.97,26.76,0.73,-1.65,-2.59,-3.40,-2.67,-0.34,56.03,117.48,5.84
3624,光頡,14.53,261.42,515.63,338.53,173.32,4.72,77.33,1.99,183.41,2.00,0.64,6.64,7.90,27.72,10.26,2.23,110.90,93.37,5.29
3625,西勝,66.84,98.93,81.85,72.82,-2.93,9.14,39.93,7.60,48.02,0.96,0.52,-3.12,-13.63,-9.60,-9.89,-1.05,28.31,-12.50,18.41
3628,盈正,49.18,234.34,147.09,63.00,9.54,4.38,83.33,1.42,257.04,3.88,0.82,2.88,5.25,25.92,3.10,1.95,24.54,52.95,12.55
3629,地心引力,17.21,"1,728.25",504.67,495.12,-185.61,7.62,47.90,無,無,2.71,0.12,-39.17,-50.95,-22.19,-330.44,-2.29,-328.79,60.26,-66.53
3630,新鉅科,54.55,120.13,132.03,96.99,-7.57,3.71,98.38,5.04,72.42,0.43,0.25,-8.72,-20.48,-33.47,-39.91,-3.35,4.69,24.17,0.63
3631,晟楠,44.93,302.48,233.88,179.49,-1.51,3.75,97.33,0.47,776.59,0.09,0.02,-1.14,-3.72,-8.13,-75.40,-0.60,-16.71,-6.13,-3.17
3632,研勤,54.18,390.42,155.01,116.69,3.25,7.85,46.49,4.88,74.79,5.45,1.03,2.48,4.12,1.68,1.79,0.11,27.34,169.41,10.79
3646,艾恩特,39.61,370.11,199.80,131.99,13.91,4.33,84.29,3.06,119.28,5.24,0.86,6.14,9.71,15.90,6.66,1.35,52.98,84.25,15.13
3663,鑫科,34.42,560.46,397.94,169.55,4.00,9.41,38.78,2.94,124.14,9.48,1.31,2.90,3.31,6.94,1.64,0.54,7.36,82.02,0.00
3664,安瑞-KY,59.89,"1,047.59",210.88,177.83,-909.66,1.51,241.72,2.71,134.68,51.09,0.78,-2.65,-6.62,3.89,-3.39,-0.39,-38.04,-243.15,-32.82
3666,光耀,40.83,178.34,139.51,99.68,-44.21,2.93,124.57,5.38,67.84,1.69,0.64,-26.03,-36.98,-50.76,-41.41,-5.64,-76.24,77.84,-20.79
3672,康聯訊,53.36,400.76,160.21,101.96,-9.71,10.59,34.46,1.01,361.38,3.58,0.50,-4.38,-10.59,-20.83,-10.09,-1.21,-5.53,-27.04,-3.45
3675,德微,50.08,137.36,119.85,96.22,14.91,4.51,80.93,3.69,98.91,1.13,0.55,11.18,22.06,59.88,19.42,6.73,47.25,94.29,8.73
3680,家登,45.33,211.01,251.08,184.41,14.38,5.11,71.42,1.49,244.96,0.92,0.36,7.67,14.35,126.58,20.15,10.24,39.03,37.84,4.10
3684,榮昌,36.15,171.17,239.90,205.65,10.92,3.74,97.59,6.76,53.99,1.84,0.77,3.66,5.68,13.49,4.33,1.17,20.59,102.40,-1.78
3685,元創精密,42.58,106.76,133.59,94.57,-63.18,2.88,126.73,4.61,79.17,1.54,0.60,-1.03,-7.07,-5.77,-3.20,-0.77,14.47,31.52,5.44
3687,歐買尬,55.00,"14,986.78",157.11,156.65,29.55,159.05,2.29,"63,565.80",0.00,62.81,0.18,3.72,8.06,133.16,18.98,1.75,22.59,"1,278.98",19.16
3689,湧德,34.26,347.79,226.95,182.61,20.83,3.72,98.11,4.69,77.82,5.42,1.18,7.77,11.79,61.24,6.28,4.94,92.35,138.80,26.12
3691,碩禾,34.87,201.60,220.17,145.40,-21.29,2.61,139.84,2.71,134.68,0.65,0.24,-9.79,-15.02,-127.74,-40.65,-8.82,-22.71,94.20,-4.61
3693,營邦,59.10,222.09,134.79,79.04,70.90,6.63,55.05,2.47,147.77,8.76,1.47,15.70,37.54,324.27,10.55,24.10,45.44,55.40,48.96
3707,漢磊,35.81,235.84,319.77,234.37,5.84,5.53,66.00,3.36,108.63,1.87,0.57,1.33,1.75,5.40,1.92,0.20,37.56,68.85,0.89
3709,鑫聯大投控,72.95,"5,069.28",135.82,83.61,2.75,11.43,31.93,6.31,57.84,404.50,2.71,2.69,5.84,19.41,0.57,1.34,13.10,-9.95,29.98
3710,連展投控,74.00,142.92,97.98,77.45,-0.16,3.18,114.77,5.23,69.78,2.36,0.77,-0.45,-9.04,-8.17,-3.23,-0.78,13.48,65.09,8.02
3713,新晶投控,75.62,129.71,88.06,49.93,-0.37,7.48,48.79,1.52,240.13,0.93,0.29,-0.40,-3.61,-3.07,-3.23,-0.27,8.19,2.75,5.38
4102,永日,28.53,217.84,316.02,183.93,21.30,4.21,86.69,2.13,171.36,1.42,0.55,6.86,9.58,15.99,11.90,1.48,70.56,121.29,3.45
4105,東洋,34.11,320.05,207.85,162.38,41.14,4.28,85.28,2.08,175.48,2.34,0.57,11.78,17.56,57.09,20.32,4.54,42.01,92.41,2.99
